Date Run,Status,Time,# of Errors,# of Warnings,# of Exceptions,Log File,Return Value,Error Message,# of Successes
2018-03-20 12:40:40.432 +0000,"Success",0:00:04,0,0,0,"20180320_124040.432/LogFile.txt","","",1
